label,value
"Opinion of the Supreme Court of the United States, at January Term, 1832, Delivered by Mr. Chief Justice Marshall in the Case of Samuel A. Worcester, Plaintiff in Error, versus the State of Georgia
With a Statement of the Case, Extracted from the Records of the Supreme Court of the United States",29513
The Battle of the Bays,29515
"The Atlantic Monthly, Volume 14, No. 86, December, 1864
A Magazine of Literature, Art, and Politics",29516
John and Betty's History Visit,29517
"Punch, Or The London Charivari, Vol 150, February 9, 1916",29518
"Nelson's Home Comforts
Thirteenth Edition",29519
Enamels and Cameos and other Poems,29521
"Punch or the London Charivari, Vol. 147, December 23, 1914",29522
The Masked Bridal,29524
The Leech,29525
The Soul of a People,29527
"The Camp Fire Girls in the Mountains; Or, Bessie King's Strange Adventure",29528
Silhouettes,29531
Six Centuries of Painting,29532
The Red Hand of Ulster,29533
"The Myxomycetes of the Miami Valley, Ohio",29534
The Hands,29535
"Grace, Actual and Habitual: A Dogmatic Treatise",29540
A Walk from London to Fulham,29541
The Valor of Cappen Varra,29542
Ox-Team Days on the Oregon Trail,29543
"Jolly Sally Pendleton; Or, the Wife Who Was Not a Wife",29544
The Spanish Jade,29545
"Where Half The World Is Waking Up
The Old and the New in Japan, China, the Philippines, and India, Reported With Especial Reference to American Conditions",29546
The Preface to Aristotle's Art of Poetry,29547
Warrior Race,29548
"Told by the Northmen:
Stories from the Eddas and Sagas",29551
The Temple of Glass,29552
"An Ethnologist's View of History
An Address Before the Annual Meeting of the New Jersey Historical Society, at Trenton, New Jersey, January 28, 1896",29554
Rural Hygiene,29555
"The American Missionary — Volume 38, No. 06, June, 1884",29556
"The Lord of Glory
Meditations on the person, the work and glory of our Lord Jesus Christ",29557
"Boy Scouts Handbook
The First Edition, 1911",29558
They Twinkled Like Jewels,29559
M. P.'s in Session: From Mr. Punch's Parliamentary Portrait Gallery,29560
In a Little Town,29561
"The Clock that Had no Hands
And Nineteen Other Essays About Advertising",29562
"Geographic Variation in the Harvest Mouse, Reithrodontomys megalotis, On the Central Great Plains And in Adjacent Regions",29563
"The Pearl of the Antilles, or An Artist in Cuba",29564
The Centurion's Story,29566
'Charge It': Keeping Up With Harry,29568
"The Mysterious Murder of Pearl Bryan, or: the Headless Horror.",29569
Rope,29570
Nan of Music Mountain,29571
Whispering Smith,29572
The O'Ruddy: A Romance,29573
Seven Minor Epics of the English Renaissance (1596-1624),29574
"Lippincott's Magazine of Popular Literature and Science, Vol. 20, August 1877",29575
"Mayflower (Flor de mayo)
A Tale of the Valencian Seashore",29577
George Loves Gistla,29578
Watchbird,29579
Rim o' the World,29580
The Bondwoman,29581
"The Tricks of the Town: or, Ways and Means of getting Money",29582
"Shoulder-Straps: A Novel of New York and the Army, 1862",29583
The Story of the Cotton Plant,29586
The Loom of Life,29587
The Spoilers of the Valley,29588
"Rodney, the Ranger, with Daniel Morgan on Trail and Battlefield",29589
Getting to know Spain,29591
"Red, White, Blue Socks, Part First
Being the First Book",29593
"Red, White, Blue Socks.  Part Second
Being the Second Book of the Series",29594
"Funny Little Socks
Being the Fourth Book",29595
"Funny Big Socks
Being the Fifth Book of the Series",29596
"Neighbor Nelly Socks
Being the Sixth and Last Book of the Series",29597
Four Little Blossoms at Brookside Farm,29598
Homesick,29599
Rural Life and the Rural School,29600
See?,29601
"The Coyote
A Western Story",29602
"Henry IV, Makers of History",29603
"College Teaching
Studies in Methods of Teaching in the College",29604
"Blackwood's Edinburgh Magazine — Volume 57, No. 351, January 1845",29605
"The Emigrant
or Reflections While Descending the Ohio",29606
"Astounding Stories of Super-Science, March 1930",29607
"Personal Recollections of a Cavalryman
With Custer's Michigan Cavalry Brigade in the Civil War",29608
Six Letters From the Colonies,29609
William Shakespeare: His Homes and Haunts,29611
Treatise on the Diseases of Women,29612
The Game of Rat and Dragon,29614
James Boswell,29615
Two Arrows: A Story of Red and White,29616
The Vagrant Duke,29617
The Aggravation of Elmer,29618
The Altar at Midnight,29619
Sorry: Wrong Dimension,29620
Wild Justice: Stories of the South Seas,29621
"The Book of Common Prayer
and The Scottish Liturgy",29622
The Cuckoo Clock,29623
Sir Walter Scott,29624
Teething Ring,29625
"Our Young Folks, Vol 1, No. 1
An Illustrated Magazine",29626
The Golden Woman: A Story of the Montana Hills,29628
The Destroyer: A Tale of International Intrigue,29629
The Curse of Education,29630
"Journal of a Residence at Bagdad
During the Years 1830 and 1831",29631
Competition,29632
The Beginnings of Cheap Steel,29633
"Annals of Music in America
A Chronological Record of Significant Musical Events",29634
Dr. Montessori's Own Handbook,29635
Introduction to the Study of History,29637
The Twins of Suffering Creek,29638
Is civilization a disease?,29639
The business career in its public relations,29641
Hidden Water,29642
Death of a Spaceman,29643
The Island Mystery,29644
Once to Every Man,29646
The Eighteenth Century in English Caricature,29647
"The Serpent Knight, and Other Ballads",29649
The Greater Power,29650
"Punch or the London Charivari, Vol. 147, December 16, 1914",29652
"Conestoga Wagons in Braddock's Campaign, 1755",29653
The Wall Street Girl,29654
"Harper's New Monthly Magazine, Volume 1, No. 3, August, 1850.",29655
The Mountain Divide,29656
Mixed Faces,29657
"Italy, the Magic Land",29658
Manual of American Grape-Growing,29659
Three Years in the Federal Cavalry,29660
The Moon is Green,29662
"Notes and Queries, Number 218, December 31, 1853
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",29664
"Prairie Farmer, Vol. 56: No. 4, January 26, 1884
A Weekly Journal for the Farm, Orchard and Fireside",29665
Hymns and Hymnwriters of Denmark,29666
Adrift on the Pacific: A Boys [sic] Story of the Sea and its Perils,29667
The Flockmaster of Poison Creek,29668
"Punch, or the London Charivari, Vol. 147, December 30, 1914",29669
Against Odds: A Detective Story,29670
Nobody,29671
Cossack Fairy Tales and Folk Tales,29672
"Creating Capital
Money-making as an aim in business",29673
Higher Education and Business Standards,29674
The Epistles of St. Peter and St. Jude Preached and Explained,29678
"Punch or the London Charivari, Vol. 93, September 3, 1887",29679
Decision,29680
A Mountain Boyhood,29681
Erdgeist (Earth-Spirit): A Tragedy in Four Acts,29682
"The Little Girl Lost
A Tale for Little Girls",29683
Prefaces to Terence's Comedies and Plautus's Comedies (1694),29684
"Submarine Warfare of To-day
How the Submarine Menace Was Met and Vanquished, with Descriptions of the Inventions and Devices Used, Fast Boats, Mystery Ships, Nets, Aircraft, &c. &c., Also Describing the Selection and Training of the Enormous Personnel Used in This New Branch of the Navy",29685
"The Fiery Totem
A Tale of Adventure in the Canadian North-West",29686
History of England from the Fall of Wolsey to the Death of Elizabeth. Vol. II.,29687
Home Range and Movements of the Eastern Cottontail in Kansas,29688
"Henry the Sixth
A Reprint of John Blacman's Memoir with Translation and Notes",29689
"Hampstead and Marylebone
The Fascination of London",29690
Taxidermy,29691
When the West Was Young,29692
A Waif of the Mountains,29693
The Treasure Trail: A Romance of the Land of Gold and Sunshine,29694
The Hound From The North,29695
The Cruise of the Shining Light,29696
The Heart of Thunder Mountain,29697
Lighter Than You Think,29698
"Poetical Works of William Cullen Bryant
Household Edition",29700
The Mother's Manual of Children's Diseases,29701
The Space Rover,29702
Masterpieces of Mystery in Four Volumes: Riddle Stories,29704
Interference and Other Football Stories,29705
"Ireland as It Is, and as It Would Be Under Home Rule",29710
Another Sheaf,29711
The Balladists,29713
The Negro Farmer,29714
The Princess Virginia,29715
"The Harmsworth Magazine, v. 1, 1898-1899, No. 2",29716
The Finding of Haldgren,29717
The Automobile Storage Battery: Its Care And Repair,29718
Hall of Mirrors,29720
"Philo Gubb, Correspondence-School Detective",29721
The Baron's Yule Feast: A Christmas Rhyme,29722
"The Mayas, the Sources of Their History
Dr. Le Plongeon in Yucatan, His Account of Discoveries",29723
"Trees of the Northern United States
Their Study, Description and Determination",29724
The Fairchild Family,29725
The Strollers,29726
Zero Data,29727
Cookery and Dining in Imperial Rome,29728
"Victor's Triumph
Sequel to A Beautiful Fiend",29729
Desserts and Salads,29730
The Old Arm-Chair,29732
The Farmer and His Community,29733
Experiments and Observations on Different Kinds of Air,29734
Martians Never Die,29735
"Continental Monthly, Vol. III, No IV, April 1863
Devoted to Literature and National Policy",29736
The Leper in England: with some account of English lazar-houses,29737
Little Masterpieces of Science: The Naturalist as Interpreter and Seer,29739
Graham's Magazine Vol XXXIII No. 1 July 1848,29741
The Long Voyage,29742
The Missionary,29743
Kristy's Rainy Day Picnic,29744
"The Lonely Way—Intermezzo—Countess Mizzie
Three Plays",29745
Aztec Land,29747
The Duke Of Chimney Butte,29748
The Flying Cuspidors,29749
Zen,29750
Melomaniacs,29751
An Orkney Maid,29752
The Gorgeous Girl,29753
"Whittier-land
A Handbook of North Essex, Containing Many Anecdotes of and Poems by John Greenleaf Whittier Never Before Collected.",29754
The Cat of Bubastes: A Tale of Ancient Egypt,29756
The Story of a Tinder-box,29757
Architecture: Classic and Early Christian,29759
The Dominant Strain,29760
Alex the Great,29763
Kid Scanlan,29764
Webster's Unabridged Dictionary,29765
Audrey Craven,29766
"The Continental Monthly, Vol. 4, No. 2, August, 1863
Devoted to Literature and National Policy",29767
"Astounding Stories of Super-Science, August 1930",29768
The Planetoid of Peril,29771
Legends of the Wailuku,29773
A Yankee Flier Over Berlin,29774
"Pretty Madcap Dorothy; Or, How She Won a Lover",29776
The Identification of the Writer of the Anonymous Letter to Lord Monteagle in 1605,29777
"The Last Voyage: To India and Australia, in the 'Sunbeam'",29778
Raiding with Morgan,29786
"England, Picturesque and Descriptive: A Reminiscence of Foreign Travel",29787
Poppa Needs Shorts,29789
Pleasant Journey,29790
The Most Sentimental Man,29791
"Buffalo Bill's Spy Trailer; Or, The Stranger in Camp",29792
The Hohokam Dig,29793
"Tree, Spare that Woodman",29794
"An Ode
Read August 15, 1907, at the dedication of the monument erected at Gloucester, Massachusetts, in commemoration of the founding of the Massachusetts Bay colony in the year sixteen hundred and twenty-three",29795
"The Prison Chaplaincy, And Its Experiences",29797
Japan,29798
The Man Who Wins,29808
"Astounding Stories of Super-Science, May, 1930",29809
The Girl Scouts: Their History and Practice,29810
"The Two Story Mittens and the Little Play Mittens
Being the Fourth Book of the Series",29811
The Little Nightcap Letters,29812
"The Big Nightcap Letters
Being the Fifth Book of the Series",29813
The Declaration of the Rights of Man and of Citizens,29815
The Industries of Animals,29816
The Harbor of Doubt,29817
The Plunderer,29818
The Cathedrals of Northern France,29820
"Shakespeare Jest-Books
Reprints of the Early and Very Rare Jest-Books Supposed to Have Been Used by Shakespeare",29821
Rescue Squad,29822
Diana,29824
"The Life and Amours of the Beautiful, Gay and Dashing Kate Percival
The Belle of the Delaware",29827
Is He Popenjoy?,29828
"Hair Breadth Escapes
Perilous incidents in the lives of sailors and travelers in Japan, Cuba, East Indies, etc., etc.",29829
Second Sight,29832
Common Science,29838
The House in the Water: A Book of Animal Stories,29839
"A Nursery Rhyme Picture Book
With Drawings in Colour and Black and White",29840
Anecdotes & Incidents of the Deaf and Dumb,29841
"Histology of the Blood, Normal and Pathological",29842
The Paliser case,29847
"Astounding Stories of Super-Science, June, 1930",29848
"Daughters of the Revolution and Their Times
1769 - 1776 A Historical Romance",29849
Woodrow Wilson's Administration and Achievements,29850
Dwellers in the Hills,29851
The Ivory Snuff Box,29852
The Fathers of New England: A Chronicle of the Puritan Commonwealths,29853
"The Works of Aphra Behn
Volume V",29854
"The Rosicrucian Mysteries
An Elementary Exposition of Their Secret Teachings",29855
"Blackwoods Edinburgh Magazine, Volume 59, No. 365, March, 1846",29858
"Dave Porter At Bear Camp; Or, The Wild Man of Mirror Lake",29859
A Great Man: A Frolic,29860
In Times Like These,29861
"The Old Countess; or, The Two Proposals",29862
The Rambles of a Rat,29863
Highacres,29865
Hidden Hand,29866
"Notes and Queries, Index of Volume 5, January-June, 1852
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",29867
Love and Lucy,29868
"Essays: Scientific, Political, & Speculative, Vol. I",29869
"The History of Woman Suffrage, Volume IV",29870
Dreamers of the Ghetto,29875
Death Wish,29876
The Million-Dollar Suitcase,29877
"The History of Woman Suffrage, Volume V",29878
The Poetical Works of William Collins; With a Memoir,29879
